frame,fvdb_per_percent,fvdb_ssim,fvdb_error_pixels,spconv_per_percent,spconv_ssim,spconv_error_pixels,per_delta_fvdb_minus_spconv,ssim_delta_fvdb_minus_spconv,combined_per_percent,max_per_percent
2579,0.21009445,0.99692721,2203,0.17585754,0.99710815,1844,0.03423691,-0.00018094,0.19297600,0.21009445
2580,0.18615723,0.99662143,1952,0.19626617,0.99628226,2058,-0.01010895,0.00033917,0.19121170,0.19626617
2581,0.20761490,0.99637035,2177,0.20875931,0.99607945,2189,-0.00114441,0.00029090,0.20818710,0.20875931
2582,0.21152496,0.99612413,2218,0.20895004,0.99596859,2191,0.00257492,0.00015555,0.21023750,0.21152496
2583,0.19760132,0.99642305,2072,0.19798279,0.99630241,2076,-0.00038147,0.00012064,0.19779205,0.19798279
2584,0.20713806,0.99623497,2172,0.21190643,0.99596841,2222,-0.00476837,0.00026656,0.20952225,0.21190643
2585,0.20418167,0.99605173,2141,0.21142960,0.99584778,2217,-0.00724792,0.00020396,0.20780563,0.21142960
2586,0.20227432,0.99623871,2121,0.20732880,0.99601242,2174,-0.00505447,0.00022628,0.20480156,0.20732880
2587,0.20980835,0.99605118,2200,0.21533966,0.99583967,2258,-0.00553131,0.00021151,0.21257401,0.21533966
2588,0.17261505,0.99730685,1810,0.28800964,0.99665842,3020,-0.11539459,0.00064843,0.23031235,0.28800964
2589,0.17461777,0.99726155,1831,0.28886795,0.99664559,3029,-0.11425018,0.00061596,0.23174286,0.28886795
2590,0.17900467,0.99727607,1877,0.28600693,0.99668825,2999,-0.10700226,0.00058782,0.23250580,0.28600693
2591,0.18262863,0.99715950,1915,0.27770996,0.99662975,2912,-0.09508133,0.00052975,0.23016930,0.27770996
2592,0.18653870,0.99710234,1956,0.28562546,0.99651062,2995,-0.09908676,0.00059172,0.23608208,0.28562546
2593,0.18854141,0.99717270,1977,0.27818680,0.99668113,2917,-0.08964539,0.00049157,0.23336411,0.27818680
2594,0.18701553,0.99697817,1961,0.28085709,0.99649083,2945,-0.09384155,0.00048734,0.23393631,0.28085709
2595,0.19140244,0.99700927,2007,0.28772354,0.99647015,3017,-0.09632111,0.00053912,0.23956299,0.28772354
2596,0.11148453,0.99773422,1169,0.23365021,0.99739003,2450,-0.12216568,0.00034419,0.17256737,0.23365021
2597,0.12006760,0.99734405,1259,0.23984909,0.99695148,2515,-0.11978149,0.00039257,0.17995834,0.23984909
2598,0.11472702,0.99763916,1203,0.23107529,0.99723452,2423,-0.11634827,0.00040463,0.17290115,0.23107529
2599,0.11777878,0.99763477,1235,0.21915436,0.99742302,2298,-0.10137558,0.00021175,0.16846657,0.21915436
2600,0.11930466,0.99749984,1251,0.21648407,0.99730441,2270,-0.09717941,0.00019542,0.16789436,0.21648407
2601,0.12111664,0.99748104,1270,0.21553040,0.99734273,2260,-0.09441376,0.00013831,0.16832352,0.21553040
2602,0.12054443,0.99734804,1264,0.20523071,0.99738192,2152,-0.08468628,-0.00003388,0.16288757,0.20523071
2603,0.12598038,0.99730132,1321,0.20475388,0.99737890,2147,-0.07877350,-0.00007757,0.16536713,0.20475388
2604,0.16736984,0.99702900,1755,0.14019012,0.99713844,1470,0.02717972,-0.00010944,0.15377998,0.16736984
2605,0.17061234,0.99676685,1789,0.14419556,0.99702484,1512,0.02641678,-0.00025799,0.15740395,0.17061234
2606,0.18014908,0.99644720,1889,0.14581680,0.99680899,1529,0.03433228,-0.00036179,0.16298294,0.18014908
2607,0.17251968,0.99655336,1809,0.13904572,0.99712764,1458,0.03347397,-0.00057428,0.15578270,0.17251968
2608,0.18377304,0.99621907,1927,0.13923645,0.99695328,1460,0.04453659,-0.00073421,0.16150475,0.18377304
2609,0.19207001,0.99606411,2014,0.14324188,0.99692271,1502,0.04882812,-0.00085860,0.16765594,0.19207001
2610,0.19950867,0.99564915,2092,0.14524460,0.99676027,1523,0.05426407,-0.00111112,0.17237663,0.19950867
2611,0.32615662,0.99420558,3420,0.14104843,0.99782889,1479,0.18510818,-0.00362331,0.23360252,0.32615662
2612,0.33254623,0.99410081,3487,0.13818741,0.99778902,1449,0.19435883,-0.00368821,0.23536682,0.33254623
2613,0.33788681,0.99376383,3543,0.14581680,0.99777096,1529,0.19207001,-0.00400713,0.24185181,0.33788681
2614,0.33998489,0.99373579,3565,0.14181137,0.99772603,1487,0.19817352,-0.00399024,0.24089813,0.33998489
2615,0.35600662,0.99343904,3733,0.14114380,0.99775048,1480,0.21486282,-0.00431144,0.24857521,0.35600662
2616,0.35037994,0.99338384,3674,0.14076233,0.99769003,1476,0.20961761,-0.00430619,0.24557114,0.35037994
2617,0.34627914,0.99311474,3631,0.13389587,0.99775516,1404,0.21238327,-0.00464042,0.24008751,0.34627914
2618,0.35247803,0.99309630,3696,0.13837814,0.99762002,1451,0.21409988,-0.00452372,0.24542809,0.35247803
2619,0.17881393,0.99711442,1875,0.12989044,0.99748811,1362,0.04892349,-0.00037369,0.15435219,0.17881393
2620,0.18205643,0.99702345,1909,0.13151169,0.99738726,1379,0.05054474,-0.00036381,0.15678406,0.18205643
2621,0.17786026,0.99706729,1865,0.12874603,0.99742165,1350,0.04911423,-0.00035436,0.15330315,0.17786026
2622,0.17881393,0.99700932,1875,0.13055801,0.99733179,1369,0.04825592,-0.00032246,0.15468597,0.17881393
2623,0.19912720,0.99694629,2088,0.15401840,0.99733009,1615,0.04510880,-0.00038380,0.17657280,0.19912720
2624,0.17299652,0.99712380,1814,0.12903214,0.99739440,1353,0.04396439,-0.00027060,0.15101433,0.17299652
2625,0.16889572,0.99714436,1771,0.12645721,0.99750150,1326,0.04243851,-0.00035714,0.14767647,0.16889572
2626,0.17156601,0.99715411,1799,0.12512207,0.99739288,1312,0.04644394,-0.00023877,0.14834404,0.17156601
2627,0.08611679,0.99767889,903,0.13113022,0.99718192,1375,-0.04501343,0.00049697,0.10862350,0.13113022
2628,0.08430481,0.99767596,884,0.13370514,0.99710514,1402,-0.04940033,0.00057082,0.10900497,0.13370514
2629,0.08516312,0.99758732,893,0.13008118,0.99729129,1364,-0.04491806,0.00029604,0.10762215,0.13008118
2630,0.08602142,0.99753768,902,0.12331009,0.99719193,1293,-0.03728867,0.00034576,0.10466576,0.12331009
2631,0.08764267,0.99752827,919,0.13074875,0.99707346,1371,-0.04310608,0.00045481,0.10919571,0.13074875
2632,0.08478165,0.99754027,889,0.12245178,0.99718081,1284,-0.03767014,0.00035946,0.10361671,0.12245178
2633,0.08420944,0.99762484,883,0.12769699,0.99717968,1339,-0.04348755,0.00044516,0.10595322,0.12769699
2634,0.07743835,0.99777986,812,0.12063980,0.99741299,1265,-0.04320145,0.00036688,0.09903908,0.12063980
2635,0.20236969,0.99512307,2122,0.15029907,0.99754428,1576,0.05207062,-0.00242121,0.17633438,0.20236969
2636,0.20666122,0.99505391,2167,0.14410019,0.99772128,1511,0.06256104,-0.00266737,0.17538071,0.20666122
2637,0.21057129,0.99502168,2208,0.13837814,0.99769930,1451,0.07219315,-0.00267763,0.17447472,0.21057129
2638,0.21181107,0.99484814,2221,0.13313293,0.99771656,1396,0.07867813,-0.00286841,0.17247200,0.21181107
2639,0.21677017,0.99490350,2273,0.13341904,0.99779739,1399,0.08335114,-0.00289389,0.17509460,0.21677017
2640,0.21333694,0.99490000,2237,0.13093948,0.99765371,1373,0.08239746,-0.00275371,0.17213821,0.21333694
2641,0.22029877,0.99477350,2310,0.13036728,0.99780620,1367,0.08993149,-0.00303270,0.17533302,0.22029877
2642,0.21705627,0.99486426,2276,0.12311935,0.99780730,1291,0.09393692,-0.00294304,0.17008781,0.21705627
2643,0.09326935,0.99775860,978,0.11472702,0.99813127,1203,-0.02145767,-0.00037267,0.10399818,0.11472702
2644,0.08068085,0.99788486,846,0.09431839,0.99828966,989,-0.01363754,-0.00040480,0.08749962,0.09431839
2645,0.07829666,0.99789805,821,0.08935928,0.99833691,937,-0.01106262,-0.00043887,0.08382797,0.08935928
2646,0.08277893,0.99772821,868,0.08859634,0.99839408,929,-0.00581741,-0.00066587,0.08568764,0.08859634
2647,0.08134842,0.99773517,853,0.09145737,0.99834114,959,-0.01010895,-0.00060597,0.08640289,0.09145737
2648,0.07982254,0.99783140,837,0.09498596,0.99836872,996,-0.01516342,-0.00053732,0.08740425,0.09498596
2649,0.08411407,0.99772680,882,0.09670258,0.99827149,1014,-0.01258850,-0.00054469,0.09040833,0.09670258
2650,0.07991791,0.99775102,838,0.09622574,0.99829690,1009,-0.01630783,-0.00054588,0.08807182,0.09622574
2651,0.12054443,0.99776444,1264,0.14181137,0.99867675,1487,-0.02126694,-0.00091231,0.13117790,0.14181137
2652,0.12140274,0.99771353,1273,0.15621185,0.99852914,1638,-0.03480911,-0.00081561,0.13880730,0.15621185
2653,0.12092590,0.99772545,1268,0.13847351,0.99869376,1452,-0.01754761,-0.00096831,0.12969971,0.13847351
2654,0.11644363,0.99778887,1221,0.13465881,0.99869379,1412,-0.01821518,-0.00090492,0.12555122,0.13465881
2655,0.11339188,0.99783808,1189,0.14133453,0.99864218,1482,-0.02794266,-0.00080410,0.12736320,0.14133453
2656,0.10614395,0.99802266,1113,0.13122559,0.99875354,1376,-0.02508163,-0.00073089,0.11868477,0.13122559
2657,0.11291504,0.99789975,1184,0.13008118,0.99871223,1364,-0.01716614,-0.00081248,0.12149811,0.13008118
2658,0.10700226,0.99800215,1122,0.12521744,0.99877880,1313,-0.01821518,-0.00077665,0.11610985,0.12521744
2659,0.07896423,0.99798749,828,0.11863708,0.99844786,1244,-0.03967285,-0.00046037,0.09880066,0.11863708
2660,0.07238388,0.99810153,759,0.11844635,0.99831801,1242,-0.04606247,-0.00021648,0.09541512,0.11844635
2661,0.07486343,0.99799832,785,0.11816025,0.99833834,1239,-0.04329681,-0.00034002,0.09651184,0.11816025
2662,0.07047653,0.99806118,739,0.11196136,0.99835230,1174,-0.04148483,-0.00029112,0.09121895,0.11196136
2663,0.06351471,0.99816578,666,0.11529922,0.99820656,1209,-0.05178452,-0.00004078,0.08940697,0.11529922
2664,0.06551743,0.99815855,687,0.11224747,0.99833819,1177,-0.04673004,-0.00017964,0.08888245,0.11224747
2665,0.06551743,0.99814539,687,0.10986328,0.99827321,1152,-0.04434586,-0.00012781,0.08769035,0.10986328
2666,0.08115768,0.99827037,851,0.12855530,0.99833581,1348,-0.04739761,-0.00006543,0.10485649,0.12855530
2667,0.40645599,0.98977155,4262,0.10261536,0.99733626,1076,0.30384064,-0.00756471,0.25453568,0.40645599
2668,0.42533875,0.98972636,4460,0.13408661,0.99707831,1406,0.29125214,-0.00735194,0.27971268,0.42533875
2669,0.41732788,0.98915709,4376,0.11320114,0.99660779,1187,0.30412674,-0.00745070,0.26526451,0.41732788
2670,0.41265488,0.98947668,4327,0.12941360,0.99594330,1357,0.28324127,-0.00646662,0.27103424,0.41265488
2671,0.42018890,0.98909997,4406,0.12826920,0.99561936,1345,0.29191971,-0.00651939,0.27422905,0.42018890
2672,0.42114258,0.98901153,4416,0.13647079,0.99515400,1431,0.28467178,-0.00614247,0.27880669,0.42114258
2673,0.41513443,0.98917713,4353,0.13828278,0.99510381,1450,0.27685165,-0.00592668,0.27670860,0.41513443
2674,0.31461716,0.99312784,3299,0.17681122,0.99715667,1854,0.13780594,-0.00402883,0.24571419,0.31461716
2675,0.33426285,0.99326402,3505,0.19474030,0.99719272,2042,0.13952255,-0.00392869,0.26450157,0.33426285
2676,0.33750534,0.99292006,3539,0.19521713,0.99705859,2047,0.14228821,-0.00413852,0.26636124,0.33750534
2677,0.32157898,0.99306684,3372,0.17757416,0.99730549,1862,0.14400482,-0.00423865,0.24957657,0.32157898
2678,0.35676956,0.99268335,3741,0.21409988,0.99665927,2245,0.14266968,-0.00397592,0.28543472,0.35676956
2679,0.35495758,0.99254886,3722,0.20246506,0.99683207,2123,0.15249252,-0.00428322,0.27871132,0.35495758
2680,0.33540726,0.99276944,3517,0.19292831,0.99679484,2023,0.14247894,-0.00402540,0.26416779,0.33540726
2681,0.35943985,0.99246649,3769,0.20923615,0.99676016,2194,0.15020370,-0.00429367,0.28433800,0.35943985
2682,1.96657181,0.95848642,20621,0.68616867,0.99174079,7195,1.28040314,-0.03325436,1.32637024,1.96657181
2683,1.99060440,0.95869823,20873,0.71153641,0.99163058,7461,1.27906799,-0.03293235,1.35107040,1.99060440
2684,2.00595856,0.95811369,21034,0.70743561,0.99147279,7418,1.29852295,-0.03335910,1.35669708,2.00595856
2685,2.01559067,0.95799882,21135,0.71029663,0.99144958,7448,1.30529404,-0.03345075,1.36294365,2.01559067
2686,2.03266144,0.95812868,21314,0.73938370,0.99133152,7753,1.29327774,-0.03320284,1.38602257,2.03266144
2687,2.06260681,0.95728138,21628,0.71983337,0.99116046,7548,1.34277344,-0.03387908,1.39122009,2.06260681
2688,2.06508636,0.95723842,21654,0.74396133,0.99099211,7801,1.32112503,-0.03375370,1.40452385,2.06508636
2689,2.12936401,0.95683901,22328,0.78535080,0.99072369,8235,1.34401321,-0.03388468,1.45735741,2.12936401
2690,2.47516632,0.95650479,25954,0.49934387,0.98971487,5236,1.97582245,-0.03321009,1.48725510,2.47516632
2691,2.48365402,0.95651897,26043,0.49972534,0.98968171,5240,1.98392868,-0.03316275,1.49168968,2.48365402
2692,2.52037048,0.95588566,26428,0.50449371,0.98939220,5290,2.01587677,-0.03350653,1.51243210,2.52037048
2693,2.54182816,0.95548840,26653,0.51927567,0.98924704,5445,2.02255249,-0.03375864,1.53055191,2.54182816
2694,2.56423950,0.95474056,26888,0.53205490,0.98841179,5579,2.03218460,-0.03367123,1.54814720,2.56423950
2695,2.58922577,0.95491034,27150,0.52661896,0.98871612,5522,2.06260681,-0.03380578,1.55792236,2.58922577
2696,2.60744095,0.95452507,27341,0.52843094,0.98858017,5541,2.07901001,-0.03405510,1.56793594,2.60744095
2697,2.61020660,0.95410549,27370,0.53215027,0.98846723,5580,2.07805634,-0.03436174,1.57117844,2.61020660
2698,1.86595917,0.97747783,19566,1.46951675,0.98009349,15409,0.39644241,-0.00261566,1.66773796,1.86595917
2699,1.88722610,0.97732506,19789,1.48601532,0.98000590,15582,0.40121078,-0.00268084,1.68662071,1.88722610
2700,1.88751221,0.97710203,19792,1.50098801,0.97965028,15739,0.38652420,-0.00254825,1.69425011,1.88751221
2701,1.92937851,0.97658747,20231,1.52597427,0.97948792,16001,0.40340424,-0.00290045,1.72767639,1.92937851
2702,2.00529099,0.97637730,21027,1.59902573,0.97915940,16767,0.40626526,-0.00278211,1.80215836,2.00529099
2703,1.96876526,0.97690391,20644,1.57175064,0.97963263,16481,0.39701462,-0.00272872,1.77025795,1.96876526
2704,1.99613571,0.97665538,20931,1.59797668,0.97955443,16756,0.39815903,-0.00289905,1.79705620,1.99613571
2705,2.02684402,0.97647111,21253,1.61952972,0.97934810,16982,0.40731430,-0.00287700,1.82318687,2.02684402
2706,0.05435944,0.99879442,570,0.10251999,0.99801408,1075,-0.04816055,0.00078035,0.07843971,0.10251999
2707,0.05807877,0.99873661,609,0.11396408,0.99772017,1195,-0.05588531,0.00101644,0.08602142,0.11396408
2708,0.05464554,0.99877203,573,0.11186600,0.99779178,1173,-0.05722046,0.00098025,0.08325577,0.11186600
2709,0.05874634,0.99872175,616,0.11396408,0.99770336,1195,-0.05521774,0.00101840,0.08635521,0.11396408
2710,0.05998611,0.99875416,629,0.11310577,0.99773544,1186,-0.05311966,0.00101872,0.08654594,0.11310577
2711,0.05836487,0.99878510,612,0.11405945,0.99771760,1196,-0.05569458,0.00106750,0.08621216,0.11405945
2712,0.05750656,0.99877548,603,0.11901855,0.99766745,1248,-0.06151199,0.00110803,0.08826256,0.11901855
2713,0.05979538,0.99879212,627,0.11091232,0.99772579,1163,-0.05111694,0.00106634,0.08535385,0.11091232
2714,0.08344650,0.99772894,875,0.11405945,0.99755475,1196,-0.03061295,0.00017419,0.09875298,0.11405945
2715,0.09307861,0.99761672,976,0.12817383,0.99741365,1344,-0.03509521,0.00020307,0.11062622,0.12817383
2716,0.10309219,0.99734841,1081,0.12655258,0.99728613,1327,-0.02346039,0.00006227,0.11482239,0.12655258
2717,0.14114380,0.99689748,1480,0.15563965,0.99693215,1632,-0.01449585,-0.00003467,0.14839172,0.15563965
2718,0.15382767,0.99627315,1613,0.16345978,0.99650788,1714,-0.00963211,-0.00023473,0.15864372,0.16345978
2719,0.16412735,0.99611614,1721,0.15735626,0.99653109,1650,0.00677109,-0.00041495,0.16074181,0.16412735
2720,0.17795563,0.99585379,1866,0.17385483,0.99628636,1823,0.00410080,-0.00043257,0.17590523,0.17795563
2721,0.20437241,0.99532245,2143,0.18320084,0.99608242,1921,0.02117157,-0.00075996,0.19378662,0.20437241
2722,0.53663254,0.98945744,5627,1.20449066,0.98141829,12630,-0.66785812,0.00803915,0.87056160,1.20449066
2723,0.54893494,0.98926169,5756,1.20573044,0.98147107,12643,-0.65679550,0.00779062,0.87733269,1.20573044
2724,0.55770874,0.98898836,5848,1.21297836,0.98112637,12719,-0.65526962,0.00786198,0.88534355,1.21297836
2725,0.57239532,0.98873039,6002,1.20267868,0.98099349,12611,-0.63028336,0.00773691,0.88753700,1.20267868
2726,0.59375763,0.98843851,6226,1.22079849,0.98070483,12801,-0.62704086,0.00773368,0.90727806,1.22079849
2727,0.60911179,0.98808519,6387,1.24626160,0.98048279,13068,-0.63714981,0.00760240,0.92768669,1.24626160
2728,0.62398911,0.98771541,6543,1.26714706,0.98027621,13287,-0.64315796,0.00743920,0.94556808,1.26714706
2729,0.64115524,0.98728400,6723,1.27611160,0.98006146,13381,-0.63495636,0.00722254,0.95863342,1.27611160
2730,0.77943802,0.98643627,8173,1.36728287,0.98085464,14337,-0.58784485,0.00558164,1.07336044,1.36728287
2731,0.78945160,0.98634290,8278,1.38864517,0.98065362,14561,-0.59919357,0.00568928,1.08904839,1.38864517
2732,0.80366135,0.98639394,8427,1.39989853,0.98093872,14679,-0.59623718,0.00545522,1.10177994,1.39989853
2733,0.81005096,0.98600152,8494,1.37062073,0.98077630,14372,-0.56056976,0.00522522,1.09033585,1.37062073
2734,0.83436966,0.98560327,8749,1.41296387,0.98011620,14816,-0.57859421,0.00548707,1.12366676,1.41296387
2735,0.84810257,0.98491344,8893,1.42726898,0.97892567,14966,-0.57916641,0.00598777,1.13768578,1.42726898
2736,0.86297989,0.98474280,9049,1.46589279,0.97848489,15371,-0.60291290,0.00625791,1.16443634,1.46589279
2737,0.90284348,0.98414824,9467,1.49040222,0.97815005,15628,-0.58755875,0.00599819,1.19662285,1.49040222
2738,2.27909088,0.96458178,23898,1.32112503,0.97968831,13853,0.95796585,-0.01510653,1.80010796,2.27909088
2739,2.32067108,0.96349980,24334,1.36394501,0.97893987,14302,0.95672607,-0.01544007,1.84230804,2.32067108
2740,2.32276917,0.96358019,24356,1.35669708,0.97915119,14226,0.96607208,-0.01557100,1.83973312,2.32276917
2741,2.35433578,0.96303079,24687,1.37224197,0.97854046,14389,0.98209381,-0.01550968,1.86328888,2.35433578
2742,2.35490799,0.96247855,24693,1.37424469,0.97826222,14410,0.98066330,-0.01578367,1.86457634,2.35490799
2743,2.37874985,0.96166636,24943,1.39045715,0.97794621,14580,0.98829269,-0.01627985,1.88460350,2.37874985
2744,2.39048004,0.96169687,25066,1.40466690,0.97768210,14729,0.98581314,-0.01598524,1.89757347,2.39048004
2745,2.38666534,0.96144050,25026,1.39970779,0.97770471,14677,0.98695755,-0.01626421,1.89318657,2.38666534
2746,1.28688812,0.97511956,13494,0.41751862,0.99343961,4378,0.86936951,-0.01832005,0.85220337,1.28688812
2747,1.27887726,0.97534684,13410,0.42858124,0.99321981,4494,0.85029602,-0.01787298,0.85372925,1.27887726
2748,1.29661560,0.97500090,13596,0.44116974,0.99326149,4626,0.85544586,-0.01826059,0.86889267,1.29661560
2749,1.25932693,0.97586666,13205,0.39157867,0.99388087,4106,0.86774826,-0.01801421,0.82545280,1.25932693
2750,1.26132965,0.97590244,13226,0.40693283,0.99392605,4267,0.85439682,-0.01802361,0.83413124,1.26132965
2751,1.24521255,0.97635293,13057,0.38681030,0.99409864,4056,0.85840225,-0.01774571,0.81601143,1.24521255
2752,1.22699738,0.97666943,12866,0.39491653,0.99412188,4141,0.83208084,-0.01745245,0.81095695,1.22699738
2753,1.23405457,0.97624561,12940,0.38452148,0.99423403,4032,0.84953308,-0.01798842,0.80928802,1.23405457
2754,1.07069016,0.97870364,11227,0.52785873,0.98964611,5535,0.54283142,-0.01094247,0.79927444,1.07069016
2755,1.08766556,0.97891729,11405,0.54426193,0.98997857,5707,0.54340363,-0.01106128,0.81596375,1.08766556
2756,1.07517242,0.97873963,11274,0.54521561,0.98939200,5717,0.52995682,-0.01065237,0.81019402,1.07517242
2757,1.07326508,0.97960081,11254,0.54378510,0.99008646,5702,0.52947998,-0.01048565,0.80852509,1.07326508
2758,1.07336044,0.97886213,11255,0.54101944,0.98952512,5673,0.53234100,-0.01066299,0.80718994,1.07336044
2759,1.07526779,0.97963105,11275,0.54426193,0.99005615,5707,0.53100586,-0.01042511,0.80976486,1.07526779
2760,1.06534958,0.97900339,11171,0.54826736,0.98948709,5749,0.51708221,-0.01048370,0.80680847,1.06534958
2761,1.07574463,0.97916626,11280,0.55484772,0.98960675,5818,0.52089691,-0.01044050,0.81529617,1.07574463
2762,1.72405243,0.96742330,18078,1.08566284,0.97762729,11384,0.63838959,-0.01020400,1.40485764,1.72405243
2763,1.74713135,0.96666462,18320,1.09205246,0.97671064,11451,0.65507889,-0.01004602,1.41959190,1.74713135
2764,1.73454285,0.96750389,18188,1.08118057,0.97727780,11337,0.65336227,-0.00977391,1.40786171,1.73454285
2765,1.76038742,0.96632347,18459,1.12419128,0.97602306,11788,0.63619614,-0.00969959,1.44228935,1.76038742
2766,1.76620483,0.96613763,18520,1.13439560,0.97620613,11895,0.63180923,-0.01006850,1.45030022,1.76620483
2767,1.77907944,0.96604527,18655,1.13925934,0.97606279,11946,0.63982010,-0.01001752,1.45916939,1.77907944
2768,1.74617767,0.96622433,18310,1.11150742,0.97627412,11655,0.63467026,-0.01004979,1.42884254,1.74617767
2769,1.75180435,0.96593956,18369,1.11484528,0.97574162,11690,0.63695908,-0.00980206,1.43332481,1.75180435
2770,1.60722733,0.96957480,16853,1.58691406,0.97848706,16640,0.02031326,-0.00891226,1.59707069,1.60722733
2771,1.62429810,0.96905094,17032,1.60827637,0.97805215,16864,0.01602173,-0.00900122,1.61628723,1.62429810
2772,1.61218643,0.96925268,16905,1.57642365,0.97853512,16530,0.03576279,-0.00928245,1.59430504,1.61218643
2773,1.62820816,0.96873062,17073,1.61437988,0.97814803,16928,0.01382828,-0.00941741,1.62129402,1.62820816
2774,1.63259506,0.96877453,17119,1.63002014,0.97804985,17092,0.00257492,-0.00927531,1.63130760,1.63259506
2775,1.63173676,0.96877588,17110,1.62057877,0.97789441,16993,0.01115799,-0.00911853,1.62615776,1.63173676
2776,1.63011551,0.96872951,17093,1.61590576,0.97781209,16944,0.01420975,-0.00908258,1.62301064,1.63011551
2777,1.62458420,0.96865974,17035,1.60636902,0.97716497,16844,0.01821518,-0.00850523,1.61547661,1.62458420
2778,1.26276016,0.97467755,13241,0.72488785,0.98954373,7601,0.53787231,-0.01486618,0.99382401,1.26276016
2779,1.31969452,0.97455402,13838,0.77476501,0.98957233,8124,0.54492950,-0.01501831,1.04722977,1.31969452
2780,1.24826431,0.97511893,13089,0.69551468,0.99018640,7293,0.55274963,-0.01506747,0.97188950,1.24826431
2781,1.33609772,0.97437215,14010,0.78620911,0.98980944,8244,0.54988861,-0.01543729,1.06115341,1.33609772
2782,1.26914978,0.97506685,13308,0.74071884,0.98999077,7767,0.52843094,-0.01492393,1.00493431,1.26914978
2783,1.31101608,0.97542941,13747,0.79298019,0.98960971,8315,0.51803589,-0.01418030,1.05199814,1.31101608
2784,1.28822327,0.97575300,13508,0.76904297,0.98982845,8064,0.51918030,-0.01407546,1.02863312,1.28822327
2785,1.25713348,0.97628841,13182,0.75941086,0.99004332,7963,0.49772263,-0.01375491,1.00827217,1.25713348
2786,2.67696381,0.97728902,28070,2.27994919,0.98557370,23907,0.39701462,-0.00828468,2.47845650,2.67696381
2787,2.61287689,0.97751994,27398,2.19545364,0.98580506,23021,0.41742325,-0.00828512,2.40416527,2.61287689
2788,2.62956619,0.97815410,27573,2.22902298,0.98632673,23373,0.40054321,-0.00817263,2.42929459,2.62956619
2789,2.63080597,0.97790228,27586,2.24590302,0.98600535,23550,0.38490295,-0.00810307,2.43835449,2.63080597
2790,2.62250900,0.97808969,27499,2.23617554,0.98606823,23448,0.38633347,-0.00797854,2.42934227,2.62250900
2791,2.53534317,0.97894980,26585,2.16398239,0.98684194,22691,0.37136078,-0.00789214,2.34966278,2.53534317
2792,2.57387161,0.97871442,26989,2.20489502,0.98670432,23120,0.36897659,-0.00798991,2.38938332,2.57387161
2793,0.71458817,0.98370238,7493,0.33206940,0.99484469,3482,0.38251877,-0.01114232,0.52332878,0.71458817
2794,0.70619583,0.98329997,7405,0.32253265,0.99479701,3382,0.38366318,-0.01149704,0.51436424,0.70619583
2795,0.71287155,0.98401058,7475,0.33025742,0.99468602,3463,0.38261414,-0.01067544,0.52156448,0.71287155
2796,0.70867538,0.98367252,7431,0.31967163,0.99475897,3352,0.38900375,-0.01108645,0.51417351,0.70867538
2797,0.72784424,0.98276151,7632,0.32758713,0.99463828,3435,0.40025711,-0.01187677,0.52771568,0.72784424
2798,0.69208145,0.98378141,7257,0.32243729,0.99468383,3381,0.36964417,-0.01090243,0.50725937,0.69208145
2799,0.69904327,0.98343086,7330,0.31681061,0.99471969,3322,0.38223267,-0.01128883,0.50792694,0.69904327
2800,0.68778992,0.98394505,7212,0.33073425,0.99464157,3468,0.35705566,-0.01069652,0.50926208,0.68778992
2801,0.91619492,0.97685147,9607,0.16498566,0.99586464,1730,0.75120926,-0.01901317,0.54059029,0.91619492
2802,0.89921951,0.97706073,9429,0.16899109,0.99586722,1772,0.73022842,-0.01880649,0.53410530,0.89921951
2803,0.89044571,0.97732083,9337,0.16727448,0.99577914,1754,0.72317123,-0.01845831,0.52886009,0.89044571
2804,0.88567734,0.97738385,9287,0.16670227,0.99578348,1748,0.71897507,-0.01839963,0.52618980,0.88567734
2805,0.88796616,0.97753406,9311,0.17127991,0.99568980,1796,0.71668625,-0.01815574,0.52962303,0.88796616
2806,0.89654922,0.97727232,9401,0.15506744,0.99599926,1626,0.74148178,-0.01872695,0.52580833,0.89654922
2807,0.90827942,0.97694258,9524,0.14572144,0.99614617,1528,0.76255798,-0.01920360,0.52700043,0.90827942
2808,0.90293884,0.97701902,9468,0.14057159,0.99643431,1474,0.76236725,-0.01941529,0.52175522,0.90293884
2809,0.85906982,0.98360560,9008,0.69847107,0.99025346,7324,0.16059875,-0.00664787,0.77877045,0.85906982
2810,0.87280273,0.98310252,9152,0.69036484,0.99029420,7239,0.18243790,-0.00719168,0.78158379,0.87280273
2811,0.87547302,0.98275569,9180,0.69446564,0.99018141,7282,0.18100739,-0.00742571,0.78496933,0.87547302
2812,0.87518692,0.98286802,9177,0.69990158,0.99007885,7339,0.17528534,-0.00721083,0.78754425,0.87518692
2813,0.84571838,0.98350672,8868,0.67710876,0.99057014,7100,0.16860962,-0.00706342,0.76141357,0.84571838
2814,0.84209442,0.98364077,8830,0.66661835,0.99089973,6990,0.17547607,-0.00725896,0.75435638,0.84209442
2815,0.84753036,0.98329478,8887,0.66213608,0.99082359,6943,0.18539429,-0.00752882,0.75483322,0.84753036
2816,0.84114075,0.98328685,8820,0.65002441,0.99111603,6816,0.19111633,-0.00782918,0.74558258,0.84114075
2817,0.73671341,0.98587180,7725,0.34809113,0.99652534,3650,0.38862228,-0.01065354,0.54240227,0.73671341
